dates,machines,coffee,soda,nrj,day,date
2019-12-02 11:10:39+00:00,C,69,13,0,Monday,2019-12-02
2019-12-02 11:10:50+00:00,C,69,12,0,Monday,2019-12-02
2019-12-02 11:12:46+00:00,D,74,12,2,Monday,2019-12-02
2019-12-02 11:12:52+00:00,A,97,26,14,Monday,2019-12-02
2019-12-02 11:13:31+00:00,C,68,12,0,Monday,2019-12-02
2019-12-02 11:13:52+00:00,A,97,25,14,Monday,2019-12-02
2019-12-02 11:14:24+00:00,A,96,25,14,Monday,2019-12-02
2019-12-02 11:16:47+00:00,B,65,21,26,Monday,2019-12-02
2019-12-02 11:17:32+00:00,A,95,25,14,Monday,2019-12-02
2019-12-02 11:18:10+00:00,A,95,24,14,Monday,2019-12-02
2019-12-02 11:18:18+00:00,D,73,12,2,Monday,2019-12-02
2019-12-02 11:18:25+00:00,C,67,12,0,Monday,2019-12-02
2019-12-02 11:19:16+00:00,D,72,12,2,Monday,2019-12-02
2019-12-02 11:19:50+00:00,D,71,12,2,Monday,2019-12-02
2019-12-02 11:21:22+00:00,A,94,24,14,Monday,2019-12-02
2019-12-02 11:24:37+00:00,B,65,20,26,Monday,2019-12-02
2019-12-02 11:26:53+00:00,C,66,12,0,Monday,2019-12-02
2019-12-02 11:27:46+00:00,B,64,20,26,Monday,2019-12-02
2019-12-02 11:28:43+00:00,C,65,12,0,Monday,2019-12-02
2019-12-02 11:30:37+00:00,A,93,24,14,Monday,2019-12-02
2019-12-02 11:31:54+00:00,D,71,11,2,Monday,2019-12-02
2019-12-02 11:35:37+00:00,B,63,20,26,Monday,2019-12-02
2019-12-02 11:35:47+00:00,D,70,11,2,Monday,2019-12-02
2019-12-02 11:37:59+00:00,C,64,12,0,Monday,2019-12-02
2019-12-02 11:40:39+00:00,C,63,12,0,Monday,2019-12-02
2019-12-02 11:42:10+00:00,A,93,23,14,Monday,2019-12-02
2019-12-02 11:44:43+00:00,C,62,12,0,Monday,2019-12-02
2019-12-02 11:45:02+00:00,C,61,12,0,Monday,2019-12-02
2019-12-02 11:45:12+00:00,B,63,19,26,Monday,2019-12-02
2019-12-02 11:49:26+00:00,A,92,23,14,Monday,2019-12-02
2019-12-02 11:50:10+00:00,B,63,18,26,Monday,2019-12-02
2019-12-02 11:51:23+00:00,A,91,23,14,Monday,2019-12-02
2019-12-02 11:51:50+00:00,C,60,12,0,Monday,2019-12-02
2019-12-02 11:52:13+00:00,A,91,22,14,Monday,2019-12-02
2019-12-02 11:54:08+00:00,B,62,18,26,Monday,2019-12-02
2019-12-02 11:56:42+00:00,D,69,11,2,Monday,2019-12-02
2019-12-02 12:00:13+00:00,B,61,18,26,Monday,2019-12-02
2019-12-02 12:01:00+00:00,D,68,11,2,Monday,2019-12-02
2019-12-02 12:04:43+00:00,D,67,11,2,Monday,2019-12-02
2019-12-02 12:06:48+00:00,C,60,11,0,Monday,2019-12-02
2019-12-02 12:08:59+00:00,C,59,11,0,Monday,2019-12-02
2019-12-02 12:09:11+00:00,D,66,11,2,Monday,2019-12-02
2019-12-02 12:09:16+00:00,C,58,11,0,Monday,2019-12-02
2019-12-02 12:11:49+00:00,B,60,18,26,Monday,2019-12-02
2019-12-02 12:13:18+00:00,C,57,11,0,Monday,2019-12-02
2019-12-02 12:14:44+00:00,C,57,10,0,Monday,2019-12-02
2019-12-02 12:15:05+00:00,D,65,11,2,Monday,2019-12-02
2019-12-02 12:15:46+00:00,B,60,17,26,Monday,2019-12-02
2019-12-02 12:16:16+00:00,C,56,10,0,Monday,2019-12-02
2019-12-02 12:17:31+00:00,B,59,17,26,Monday,2019-12-02
2019-12-02 12:21:42+00:00,D,64,11,2,Monday,2019-12-02
2019-12-02 12:22:00+00:00,B,58,17,26,Monday,2019-12-02
2019-12-02 12:25:08+00:00,A,91,21,14,Monday,2019-12-02
2019-12-02 12:25:09+00:00,D,63,11,2,Monday,2019-12-02
2019-12-02 12:27:15+00:00,B,57,17,26,Monday,2019-12-02
2019-12-02 12:28:14+00:00,A,91,20,14,Monday,2019-12-02
2019-12-02 12:29:02+00:00,C,56,9,0,Monday,2019-12-02
2019-12-02 12:30:34+00:00,A,90,20,14,Monday,2019-12-02
2019-12-02 12:30:40+00:00,D,62,11,2,Monday,2019-12-02
2019-12-02 12:31:43+00:00,A,89,20,14,Monday,2019-12-02
2019-12-02 12:32:03+00:00,D,61,11,2,Monday,2019-12-02
2019-12-02 12:32:53+00:00,D,60,11,2,Monday,2019-12-02
2019-12-02 12:33:19+00:00,C,55,9,0,Monday,2019-12-02
2019-12-02 12:33:33+00:00,D,59,11,2,Monday,2019-12-02
2019-12-02 12:34:12+00:00,A,88,20,14,Monday,2019-12-02
2019-12-02 12:36:41+00:00,A,87,20,14,Monday,2019-12-02
2019-12-02 12:38:24+00:00,C,54,9,0,Monday,2019-12-02
2019-12-02 12:46:49+00:00,C,53,9,0,Monday,2019-12-02
2019-12-02 12:49:06+00:00,D,58,11,2,Monday,2019-12-02
2019-12-02 12:51:59+00:00,A,86,20,14,Monday,2019-12-02
2019-12-02 12:54:02+00:00,B,56,17,26,Monday,2019-12-02
2019-12-02 12:56:01+00:00,C,52,9,0,Monday,2019-12-02
2019-12-02 13:01:06+00:00,B,56,16,26,Monday,2019-12-02
2019-12-02 13:02:59+00:00,B,55,16,26,Monday,2019-12-02
2019-12-02 13:03:15+00:00,B,54,16,26,Monday,2019-12-02
2019-12-02 13:04:09+00:00,D,58,10,2,Monday,2019-12-02
2019-12-02 13:04:49+00:00,B,53,16,26,Monday,2019-12-02
2019-12-02 13:06:07+00:00,C,51,9,0,Monday,2019-12-02
2019-12-02 13:09:29+00:00,C,50,9,0,Monday,2019-12-02
2019-12-02 13:12:41+00:00,D,57,10,2,Monday,2019-12-02
2019-12-02 13:13:10+00:00,A,86,19,14,Monday,2019-12-02
2019-12-02 13:13:13+00:00,A,85,19,14,Monday,2019-12-02
2019-12-02 13:13:20+00:00,B,53,15,26,Monday,2019-12-02
2019-12-02 13:16:44+00:00,B,53,14,26,Monday,2019-12-02
2019-12-02 13:16:57+00:00,C,49,9,0,Monday,2019-12-02
2019-12-02 13:25:00+00:00,B,52,14,26,Monday,2019-12-02
2019-12-02 13:28:27+00:00,C,48,9,0,Monday,2019-12-02
2019-12-02 13:30:17+00:00,D,56,10,2,Monday,2019-12-02
2019-12-02 13:32:30+00:00,B,51,14,26,Monday,2019-12-02
2019-12-02 13:37:47+00:00,B,50,14,26,Monday,2019-12-02
2019-12-02 13:39:15+00:00,D,55,10,2,Monday,2019-12-02
2019-12-02 13:40:35+00:00,B,49,14,26,Monday,2019-12-02
2019-12-02 13:41:14+00:00,D,55,9,2,Monday,2019-12-02
2019-12-02 13:43:51+00:00,D,54,9,2,Monday,2019-12-02
2019-12-02 13:44:02+00:00,D,53,9,2,Monday,2019-12-02
2019-12-02 13:46:42+00:00,D,53,8,2,Monday,2019-12-02
2019-12-02 13:48:53+00:00,C,47,9,0,Monday,2019-12-02
2019-12-02 13:49:44+00:00,D,52,8,2,Monday,2019-12-02
2019-12-02 13:49:50+00:00,A,84,19,14,Monday,2019-12-02
2019-12-02 13:50:01+00:00,B,48,14,26,Monday,2019-12-02
2019-12-02 13:51:41+00:00,C,46,9,0,Monday,2019-12-02
2019-12-02 13:53:42+00:00,A,83,19,14,Monday,2019-12-02
2019-12-02 13:54:26+00:00,C,45,9,0,Monday,2019-12-02
2019-12-02 13:55:59+00:00,C,45,8,0,Monday,2019-12-02
2019-12-02 13:56:54+00:00,D,51,8,2,Monday,2019-12-02
2019-12-02 13:58:32+00:00,D,50,8,2,Monday,2019-12-02
2019-12-02 13:59:49+00:00,B,47,14,26,Monday,2019-12-02
2019-12-02 14:00:29+00:00,B,46,14,26,Monday,2019-12-02
2019-12-02 14:05:37+00:00,B,45,14,26,Monday,2019-12-02
2019-12-02 14:06:15+00:00,D,49,8,2,Monday,2019-12-02
2019-12-02 14:08:49+00:00,C,44,8,0,Monday,2019-12-02
2019-12-02 14:12:30+00:00,C,43,8,0,Monday,2019-12-02
2019-12-02 14:12:36+00:00,D,48,8,2,Monday,2019-12-02
2019-12-02 14:20:24+00:00,A,83,18,14,Monday,2019-12-02
2019-12-02 14:20:32+00:00,C,43,7,0,Monday,2019-12-02
2019-12-02 14:20:33+00:00,D,47,8,2,Monday,2019-12-02
2019-12-02 14:21:01+00:00,A,83,18,13,Monday,2019-12-02
2019-12-02 14:22:34+00:00,D,46,8,2,Monday,2019-12-02
2019-12-02 14:26:54+00:00,C,42,7,0,Monday,2019-12-02
2019-12-02 14:27:03+00:00,A,82,18,13,Monday,2019-12-02
2019-12-02 14:28:35+00:00,A,82,17,13,Monday,2019-12-02
2019-12-02 14:30:55+00:00,A,81,17,13,Monday,2019-12-02
2019-12-02 14:33:52+00:00,D,45,8,2,Monday,2019-12-02
2019-12-02 14:34:42+00:00,A,81,16,13,Monday,2019-12-02
2019-12-02 14:35:53+00:00,C,41,7,0,Monday,2019-12-02
2019-12-02 14:37:02+00:00,B,44,14,26,Monday,2019-12-02
2019-12-02 14:37:12+00:00,D,44,8,2,Monday,2019-12-02
2019-12-02 14:45:53+00:00,A,80,16,13,Monday,2019-12-02
2019-12-02 14:46:41+00:00,A,79,16,13,Monday,2019-12-02
2019-12-02 14:47:37+00:00,C,40,7,0,Monday,2019-12-02
2019-12-02 14:48:53+00:00,C,39,7,0,Monday,2019-12-02
2019-12-02 14:48:59+00:00,B,43,14,26,Monday,2019-12-02
2019-12-02 15:02:49+00:00,D,44,7,2,Monday,2019-12-02
2019-12-02 15:03:23+00:00,A,79,15,13,Monday,2019-12-02
2019-12-02 15:07:17+00:00,C,38,7,0,Monday,2019-12-02
2019-12-02 15:10:49+00:00,C,37,7,0,Monday,2019-12-02
2019-12-02 15:12:43+00:00,A,78,15,13,Monday,2019-12-02
2019-12-02 15:15:31+00:00,B,42,14,26,Monday,2019-12-02
2019-12-02 15:20:15+00:00,D,43,7,2,Monday,2019-12-02
2019-12-02 15:20:57+00:00,C,36,7,0,Monday,2019-12-02
2019-12-02 15:22:02+00:00,C,35,7,0,Monday,2019-12-02
2019-12-02 15:24:51+00:00,C,34,7,0,Monday,2019-12-02
2019-12-02 15:35:28+00:00,B,41,14,26,Monday,2019-12-02
2019-12-02 15:41:40+00:00,C,33,7,0,Monday,2019-12-02
2019-12-02 15:43:32+00:00,B,41,13,26,Monday,2019-12-02
2019-12-02 15:44:37+00:00,C,32,7,0,Monday,2019-12-02
2019-12-02 15:46:02+00:00,D,42,7,2,Monday,2019-12-02
2019-12-02 15:49:06+00:00,D,41,7,2,Monday,2019-12-02
2019-12-02 15:50:40+00:00,A,77,15,13,Monday,2019-12-02
2019-12-02 15:58:20+00:00,B,41,12,26,Monday,2019-12-02
2019-12-02 15:58:59+00:00,D,40,7,2,Monday,2019-12-02
2019-12-02 16:06:55+00:00,B,40,12,26,Monday,2019-12-02
2019-12-02 16:08:06+00:00,A,76,15,13,Monday,2019-12-02
2019-12-02 16:12:17+00:00,A,75,15,13,Monday,2019-12-02
2019-12-02 16:15:50+00:00,A,74,15,13,Monday,2019-12-02
2019-12-02 16:16:00+00:00,B,40,11,26,Monday,2019-12-02
2019-12-02 16:34:10+00:00,A,73,15,13,Monday,2019-12-02
2019-12-02 16:36:25+00:00,A,73,14,13,Monday,2019-12-02
2019-12-02 16:43:33+00:00,C,32,6,0,Monday,2019-12-02
2019-12-02 16:45:01+00:00,C,31,6,0,Monday,2019-12-02
2019-12-02 16:47:59+00:00,C,30,6,0,Monday,2019-12-02
2019-12-02 16:49:03+00:00,B,40,10,26,Monday,2019-12-02
2019-12-02 16:52:00+00:00,C,29,6,0,Monday,2019-12-02
2019-12-02 16:52:49+00:00,A,72,14,13,Monday,2019-12-02
2019-12-02 17:09:53+00:00,A,72,13,13,Monday,2019-12-02
2019-12-02 17:15:53+00:00,C,29,5,0,Monday,2019-12-02
2019-12-02 17:18:05+00:00,A,72,12,13,Monday,2019-12-02
2019-12-02 17:19:35+00:00,B,39,10,26,Monday,2019-12-02
2019-12-02 17:22:03+00:00,A,72,11,13,Monday,2019-12-02
2019-12-02 17:28:53+00:00,D,39,7,2,Monday,2019-12-02
2019-12-02 17:31:14+00:00,C,29,4,0,Monday,2019-12-02
2019-12-02 17:36:57+00:00,B,39,9,26,Monday,2019-12-02
2019-12-02 17:44:45+00:00,C,28,4,0,Monday,2019-12-02
2019-12-02 17:48:27+00:00,B,38,9,26,Monday,2019-12-02
2019-12-02 17:50:56+00:00,C,27,4,0,Monday,2019-12-02
2019-12-02 17:57:50+00:00,A,72,10,13,Monday,2019-12-02
2019-12-02 18:09:25+00:00,A,72,9,13,Monday,2019-12-02
2019-12-02 18:11:52+00:00,C,26,4,0,Monday,2019-12-02
2019-12-02 18:14:05+00:00,C,26,3,0,Monday,2019-12-02
2019-12-02 18:24:39+00:00,D,39,6,2,Monday,2019-12-02
2019-12-02 18:25:55+00:00,C,25,3,0,Monday,2019-12-02
2019-12-02 18:30:53+00:00,A,71,9,13,Monday,2019-12-02
2019-12-02 18:39:36+00:00,C,25,2,0,Monday,2019-12-02
2019-12-02 18:40:36+00:00,B,37,9,26,Monday,2019-12-02
2019-12-02 18:43:07+00:00,D,38,6,2,Monday,2019-12-02
2019-12-02 18:44:03+00:00,A,70,9,13,Monday,2019-12-02
2019-12-02 18:49:10+00:00,B,37,8,26,Monday,2019-12-02
2019-12-02 19:01:02+00:00,B,37,7,26,Monday,2019-12-02
2019-12-02 19:02:45+00:00,C,25,1,0,Monday,2019-12-02
2019-12-02 19:09:25+00:00,D,37,6,2,Monday,2019-12-02
2019-12-02 19:10:44+00:00,B,37,7,25,Monday,2019-12-02
2019-12-02 19:13:38+00:00,A,70,9,12,Monday,2019-12-02
2019-12-02 19:14:14+00:00,D,37,5,2,Monday,2019-12-02
2019-12-02 19:24:36+00:00,B,37,6,25,Monday,2019-12-02
2019-12-02 19:27:12+00:00,A,70,9,11,Monday,2019-12-02
2019-12-02 19:40:27+00:00,B,37,5,25,Monday,2019-12-02
2019-12-02 19:54:33+00:00,B,37,5,24,Monday,2019-12-02
2019-12-02 20:06:41+00:00,A,70,8,11,Monday,2019-12-02
2019-12-02 20:06:43+00:00,B,37,5,23,Monday,2019-12-02
2019-12-02 20:08:49+00:00,D,37,5,1,Monday,2019-12-02
2019-12-02 20:43:03+00:00,B,37,5,22,Monday,2019-12-02
2019-12-02 20:46:55+00:00,D,37,4,1,Monday,2019-12-02
2019-12-02 20:51:48+00:00,A,70,7,11,Monday,2019-12-02
2019-12-02 20:52:19+00:00,A,69,7,11,Monday,2019-12-02
2019-12-02 20:57:25+00:00,B,37,4,22,Monday,2019-12-02
2019-12-02 20:59:43+00:00,D,37,3,1,Monday,2019-12-02
2019-12-02 21:00:50+00:00,A,69,6,11,Monday,2019-12-02
2019-12-02 21:12:33+00:00,D,37,2,1,Monday,2019-12-02
2019-12-02 21:13:33+00:00,A,69,5,11,Monday,2019-12-02
2019-12-02 21:27:12+00:00,C,24,1,0,Monday,2019-12-02
2019-12-02 21:40:39+00:00,B,37,3,22,Monday,2019-12-02
2019-12-02 21:58:54+00:00,D,36,2,1,Monday,2019-12-02
2019-12-02 22:01:56+00:00,B,37,2,22,Monday,2019-12-02
2019-12-02 22:08:33+00:00,B,37,1,22,Monday,2019-12-02
2019-12-02 22:12:35+00:00,A,69,4,11,Monday,2019-12-02
2019-12-02 22:18:47+00:00,A,69,3,11,Monday,2019-12-02
2019-12-02 22:24:58+00:00,D,36,2,0,Monday,2019-12-02
2019-12-02 22:35:32+00:00,D,36,1,0,Monday,2019-12-02
2019-12-02 22:36:54+00:00,C,24,0,0,Monday,2019-12-02
2019-12-02 22:44:43+00:00,B,37,1,21,Monday,2019-12-02
2019-12-02 23:10:24+00:00,A,69,2,11,Monday,2019-12-02
2019-12-02 23:17:29+00:00,A,69,1,11,Monday,2019-12-02
2019-12-02 23:26:41+00:00,A,69,1,10,Monday,2019-12-02
2019-12-02 23:36:02+00:00,B,37,0,21,Monday,2019-12-02
2019-12-02 23:39:55+00:00,D,36,0,0,Monday,2019-12-02
2019-12-02 23:43:17+00:00,A,69,0,10,Monday,2019-12-02
2019-12-03 00:25:37+00:00,A,68,0,10,Tuesday,2019-12-03
2019-12-03 01:32:00+00:00,B,36,0,21,Tuesday,2019-12-03
2019-12-03 05:03:04+00:00,C,23,0,0,Tuesday,2019-12-03
2019-12-03 05:09:24+00:00,A,67,0,10,Tuesday,2019-12-03
2019-12-03 05:11:33+00:00,A,66,0,10,Tuesday,2019-12-03
2019-12-03 05:20:10+00:00,B,35,0,21,Tuesday,2019-12-03
2019-12-03 05:22:03+00:00,C,22,0,0,Tuesday,2019-12-03
2019-12-03 05:23:52+00:00,C,21,0,0,Tuesday,2019-12-03
2019-12-03 05:35:45+00:00,D,35,0,0,Tuesday,2019-12-03
2019-12-03 05:37:48+00:00,C,20,0,0,Tuesday,2019-12-03
2019-12-03 05:40:52+00:00,B,34,0,21,Tuesday,2019-12-03
2019-12-03 05:57:24+00:00,A,65,0,10,Tuesday,2019-12-03
2019-12-03 06:02:13+00:00,A,64,0,10,Tuesday,2019-12-03
2019-12-03 06:07:17+00:00,D,34,0,0,Tuesday,2019-12-03
2019-12-03 06:17:52+00:00,A,63,0,10,Tuesday,2019-12-03
2019-12-03 06:30:33+00:00,C,19,0,0,Tuesday,2019-12-03
2019-12-03 06:30:52+00:00,B,33,0,21,Tuesday,2019-12-03
2019-12-03 06:34:34+00:00,D,33,0,0,Tuesday,2019-12-03
2019-12-03 06:41:07+00:00,A,62,0,10,Tuesday,2019-12-03
2019-12-03 06:43:51+00:00,D,32,0,0,Tuesday,2019-12-03
2019-12-03 06:44:33+00:00,A,61,0,10,Tuesday,2019-12-03
2019-12-03 06:47:08+00:00,A,60,0,10,Tuesday,2019-12-03
2019-12-03 06:50:24+00:00,A,59,0,10,Tuesday,2019-12-03
2019-12-03 06:58:04+00:00,A,58,0,10,Tuesday,2019-12-03
2019-12-03 06:59:31+00:00,C,18,0,0,Tuesday,2019-12-03
2019-12-03 07:02:01+00:00,A,57,0,10,Tuesday,2019-12-03
2019-12-03 07:03:15+00:00,D,31,0,0,Tuesday,2019-12-03
2019-12-03 07:03:46+00:00,B,32,0,21,Tuesday,2019-12-03
2019-12-03 07:05:10+00:00,A,56,0,10,Tuesday,2019-12-03
2019-12-03 07:18:48+00:00,D,30,0,0,Tuesday,2019-12-03
2019-12-03 07:20:59+00:00,A,55,0,10,Tuesday,2019-12-03
2019-12-03 07:47:04+00:00,A,54,0,10,Tuesday,2019-12-03
2019-12-03 07:48:03+00:00,A,53,0,10,Tuesday,2019-12-03
2019-12-03 07:51:25+00:00,A,52,0,10,Tuesday,2019-12-03
2019-12-03 07:54:23+00:00,B,31,0,21,Tuesday,2019-12-03
2019-12-03 07:54:53+00:00,A,51,0,10,Tuesday,2019-12-03
2019-12-03 07:55:44+00:00,D,29,0,0,Tuesday,2019-12-03
2019-12-03 07:55:56+00:00,A,50,0,10,Tuesday,2019-12-03
2019-12-03 07:58:19+00:00,D,28,0,0,Tuesday,2019-12-03
2019-12-03 07:59:36+00:00,C,17,0,0,Tuesday,2019-12-03
2019-12-03 08:08:15+00:00,A,49,0,10,Tuesday,2019-12-03
2019-12-03 08:08:16+00:00,D,27,0,0,Tuesday,2019-12-03
2019-12-03 08:10:49+00:00,B,30,0,21,Tuesday,2019-12-03
2019-12-03 08:12:06+00:00,A,48,0,10,Tuesday,2019-12-03
2019-12-03 08:15:26+00:00,D,26,0,0,Tuesday,2019-12-03
2019-12-03 08:15:34+00:00,B,29,0,21,Tuesday,2019-12-03
2019-12-03 08:15:44+00:00,A,47,0,10,Tuesday,2019-12-03
2019-12-03 08:18:47+00:00,C,16,0,0,Tuesday,2019-12-03
2019-12-03 08:19:47+00:00,B,28,0,21,Tuesday,2019-12-03
2019-12-03 08:37:13+00:00,B,27,0,21,Tuesday,2019-12-03
2019-12-03 08:37:25+00:00,A,46,0,10,Tuesday,2019-12-03
2019-12-03 08:38:23+00:00,C,15,0,0,Tuesday,2019-12-03
2019-12-03 08:41:16+00:00,B,26,0,21,Tuesday,2019-12-03
2019-12-03 08:47:30+00:00,D,25,0,0,Tuesday,2019-12-03
2019-12-03 08:49:46+00:00,A,45,0,10,Tuesday,2019-12-03
2019-12-03 08:50:31+00:00,B,25,0,21,Tuesday,2019-12-03
2019-12-03 08:52:21+00:00,C,14,0,0,Tuesday,2019-12-03
2019-12-03 08:53:13+00:00,A,44,0,10,Tuesday,2019-12-03
2019-12-03 08:53:27+00:00,B,24,0,21,Tuesday,2019-12-03
2019-12-03 08:56:41+00:00,D,24,0,0,Tuesday,2019-12-03
2019-12-03 09:07:52+00:00,D,23,0,0,Tuesday,2019-12-03
2019-12-03 09:10:45+00:00,D,22,0,0,Tuesday,2019-12-03
2019-12-03 09:12:47+00:00,A,43,0,10,Tuesday,2019-12-03
2019-12-03 09:15:31+00:00,C,13,0,0,Tuesday,2019-12-03
2019-12-03 09:16:02+00:00,D,21,0,0,Tuesday,2019-12-03
2019-12-03 09:21:35+00:00,B,23,0,21,Tuesday,2019-12-03
2019-12-03 09:21:41+00:00,B,22,0,21,Tuesday,2019-12-03
2019-12-03 09:28:33+00:00,A,42,0,10,Tuesday,2019-12-03
2019-12-03 09:29:38+00:00,A,41,0,10,Tuesday,2019-12-03
2019-12-03 09:35:37+00:00,A,40,0,10,Tuesday,2019-12-03
2019-12-03 09:39:57+00:00,A,39,0,10,Tuesday,2019-12-03
2019-12-03 09:42:34+00:00,A,38,0,10,Tuesday,2019-12-03
2019-12-03 09:48:40+00:00,A,37,0,10,Tuesday,2019-12-03
2019-12-03 09:57:57+00:00,C,12,0,0,Tuesday,2019-12-03
2019-12-03 09:57:57+00:00,B,21,0,21,Tuesday,2019-12-03
2019-12-03 10:04:15+00:00,A,36,0,10,Tuesday,2019-12-03
2019-12-03 10:09:40+00:00,A,35,0,10,Tuesday,2019-12-03
2019-12-03 10:22:32+00:00,D,20,0,0,Tuesday,2019-12-03
2019-12-03 10:27:09+00:00,B,20,0,21,Tuesday,2019-12-03
2019-12-03 10:33:35+00:00,A,34,0,10,Tuesday,2019-12-03
2019-12-03 10:37:55+00:00,A,33,0,10,Tuesday,2019-12-03
2019-12-03 10:39:51+00:00,D,19,0,0,Tuesday,2019-12-03
2019-12-03 10:40:34+00:00,A,32,0,10,Tuesday,2019-12-03
2019-12-03 10:43:42+00:00,C,11,0,0,Tuesday,2019-12-03
2019-12-03 10:47:35+00:00,D,18,0,0,Tuesday,2019-12-03
2019-12-03 10:51:14+00:00,D,17,0,0,Tuesday,2019-12-03
2019-12-03 10:52:55+00:00,A,31,0,10,Tuesday,2019-12-03
2019-12-03 10:55:10+00:00,C,10,0,0,Tuesday,2019-12-03
2019-12-03 10:56:19+00:00,C,9,0,0,Tuesday,2019-12-03
2019-12-03 10:57:01+00:00,C,8,0,0,Tuesday,2019-12-03
2019-12-03 11:07:20+00:00,B,19,0,21,Tuesday,2019-12-03
2019-12-03 11:11:28+00:00,B,18,0,21,Tuesday,2019-12-03
2019-12-03 11:17:02+00:00,A,30,0,10,Tuesday,2019-12-03
2019-12-03 11:21:03+00:00,B,17,0,21,Tuesday,2019-12-03
2019-12-03 11:25:38+00:00,D,16,0,0,Tuesday,2019-12-03
2019-12-03 11:27:41+00:00,A,29,0,10,Tuesday,2019-12-03
2019-12-03 11:27:58+00:00,B,16,0,21,Tuesday,2019-12-03
2019-12-03 11:39:58+00:00,B,15,0,21,Tuesday,2019-12-03
2019-12-03 11:41:58+00:00,B,14,0,21,Tuesday,2019-12-03
2019-12-03 11:44:09+00:00,D,15,0,0,Tuesday,2019-12-03
2019-12-03 11:49:46+00:00,C,7,0,0,Tuesday,2019-12-03
2019-12-03 11:50:46+00:00,A,28,0,10,Tuesday,2019-12-03
2019-12-03 11:52:23+00:00,A,27,0,10,Tuesday,2019-12-03
2019-12-03 11:58:28+00:00,B,13,0,21,Tuesday,2019-12-03
2019-12-03 11:58:36+00:00,D,14,0,0,Tuesday,2019-12-03
2019-12-03 12:04:43+00:00,D,13,0,0,Tuesday,2019-12-03
2019-12-03 12:04:50+00:00,D,12,0,0,Tuesday,2019-12-03
2019-12-03 12:09:02+00:00,A,26,0,10,Tuesday,2019-12-03
2019-12-03 12:10:23+00:00,B,12,0,21,Tuesday,2019-12-03
2019-12-03 12:11:32+00:00,C,6,0,0,Tuesday,2019-12-03
2019-12-03 12:11:57+00:00,D,11,0,0,Tuesday,2019-12-03
2019-12-03 12:14:15+00:00,B,11,0,21,Tuesday,2019-12-03
2019-12-03 12:16:34+00:00,A,25,0,10,Tuesday,2019-12-03
2019-12-03 12:17:02+00:00,C,5,0,0,Tuesday,2019-12-03
2019-12-03 12:17:12+00:00,D,10,0,0,Tuesday,2019-12-03
2019-12-03 12:25:58+00:00,B,10,0,21,Tuesday,2019-12-03
2019-12-03 12:26:42+00:00,A,24,0,10,Tuesday,2019-12-03
2019-12-03 12:35:37+00:00,A,23,0,10,Tuesday,2019-12-03
2019-12-03 12:36:58+00:00,B,9,0,21,Tuesday,2019-12-03
2019-12-03 12:49:14+00:00,A,22,0,10,Tuesday,2019-12-03
2019-12-03 12:50:21+00:00,C,4,0,0,Tuesday,2019-12-03
2019-12-03 12:50:50+00:00,A,21,0,10,Tuesday,2019-12-03
2019-12-03 13:00:43+00:00,A,20,0,10,Tuesday,2019-12-03
2019-12-03 13:01:13+00:00,A,19,0,10,Tuesday,2019-12-03
2019-12-03 13:03:21+00:00,D,9,0,0,Tuesday,2019-12-03
2019-12-03 13:05:52+00:00,A,18,0,10,Tuesday,2019-12-03
2019-12-03 13:17:49+00:00,B,8,0,21,Tuesday,2019-12-03
2019-12-03 13:17:55+00:00,A,17,0,10,Tuesday,2019-12-03
2019-12-03 13:22:27+00:00,D,8,0,0,Tuesday,2019-12-03
2019-12-03 13:23:45+00:00,A,16,0,10,Tuesday,2019-12-03
2019-12-03 13:31:25+00:00,A,15,0,10,Tuesday,2019-12-03
2019-12-03 13:31:56+00:00,D,7,0,0,Tuesday,2019-12-03
2019-12-03 13:36:48+00:00,A,14,0,10,Tuesday,2019-12-03
2019-12-03 13:42:15+00:00,A,13,0,10,Tuesday,2019-12-03
2019-12-03 13:58:38+00:00,D,6,0,0,Tuesday,2019-12-03
2019-12-03 14:00:53+00:00,C,3,0,0,Tuesday,2019-12-03
2019-12-03 14:03:23+00:00,D,5,0,0,Tuesday,2019-12-03
2019-12-03 14:05:44+00:00,A,12,0,10,Tuesday,2019-12-03
2019-12-03 14:05:59+00:00,B,7,0,21,Tuesday,2019-12-03
2019-12-03 14:11:57+00:00,C,2,0,0,Tuesday,2019-12-03
2019-12-03 14:13:55+00:00,D,4,0,0,Tuesday,2019-12-03
2019-12-03 14:26:59+00:00,B,6,0,21,Tuesday,2019-12-03
2019-12-03 14:32:54+00:00,B,5,0,21,Tuesday,2019-12-03
2019-12-03 14:42:41+00:00,D,3,0,0,Tuesday,2019-12-03
2019-12-03 14:49:02+00:00,D,2,0,0,Tuesday,2019-12-03
2019-12-03 15:13:26+00:00,B,4,0,21,Tuesday,2019-12-03
2019-12-03 15:22:22+00:00,B,3,0,21,Tuesday,2019-12-03
2019-12-03 15:31:51+00:00,D,1,0,0,Tuesday,2019-12-03
2019-12-03 15:36:51+00:00,A,11,0,10,Tuesday,2019-12-03
2019-12-03 15:59:04+00:00,A,10,0,10,Tuesday,2019-12-03
2019-12-03 15:59:48+00:00,C,1,0,0,Tuesday,2019-12-03
2019-12-03 16:00:03+00:00,A,9,0,10,Tuesday,2019-12-03
2019-12-03 16:11:44+00:00,A,8,0,10,Tuesday,2019-12-03
